file,seq_id
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320084926|emb|FR775196.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320084287|emb|FR775188.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320084503|emb|FR775192.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320088267|emb|FR775241.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320086808|emb|FR775226.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320087798|emb|FR775237.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320088944|emb|FR775248.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320087890|emb|FR775239.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320087092|emb|FR775231.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085251|emb|FR775204.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320087538|emb|FR775235.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085603|emb|FR775217.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320089180|emb|FR775255.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320087007|emb|FR775230.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320087843|emb|FR775238.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320087228|emb|FR775234.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320089093|emb|FR775251.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320084732|emb|FR775195.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320088607|emb|FR775246.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320084290|emb|FR775190.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085382|emb|FR775210.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085034|emb|FR775200.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320086895|emb|FR775228.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320088536|emb|FR775244.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320087125|emb|FR775232.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085891|emb|FR775221.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320084927|emb|FR775197.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085501|emb|FR775212.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320084289|emb|FR775189.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085523|emb|FR775213.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320089096|emb|FR775253.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085185|emb|FR775201.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320086998|emb|FR775229.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320086871|emb|FR775227.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320086298|emb|FR775222.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085495|emb|FR775211.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085855|emb|FR775220.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085380|emb|FR775209.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320084644|emb|FR775194.1|
../results/simdir/Salmonella_enterica_serovar_Weltevreden_2007_60_3289_1_uid61197/61197_.fasta,gi|320085196|emb|FR775202.1|
../results/simdir/Pseudomonas_stutzeri_DSM_4166_uid63543/63543_.fasta,gi|327478612|gb|CP002622.1|
../results/simdir/Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid19459/19459_.fasta,gi|194709398|gb|CP001126.1|
../results/simdir/Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid19459/19459_.fasta,gi|194709404|gb|CP001127.1|
../results/simdir/Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid19459/19459_.fasta,gi|194709275|gb|CP001125.1|
../results/simdir/Staphylococcus_aureus_USA300_TCH1516_uid19489/19489_.fasta,gi|225593004|gb|CP001544.1|
../results/simdir/Staphylococcus_aureus_USA300_TCH1516_uid19489/19489_.fasta,gi|160367075|gb|CP000730.1|
../results/simdir/Staphylococcus_aureus_USA300_TCH1516_uid19489/19489_.fasta,gi|160369733|gb|CP000731.1|
../results/simdir/Pseudomonas_FGI182_uid173784/173784_.fasta,gi|568237447|gb|CP007012.1|
../results/simdir/Pseudomonas_aeruginosa_RP73_uid206088/206088_.fasta,gi|514245605|gb|CP006245.1|
../results/simdir/Pseudomonas_syringae_phaseolicola_1448A_uid12416/12416_.fasta,gi|71553748|gb|CP000058.1|
../results/simdir/Pseudomonas_syringae_phaseolicola_1448A_uid12416/12416_.fasta,gi|71558859|gb|CP000060.1|
../results/simdir/Pseudomonas_syringae_phaseolicola_1448A_uid12416/12416_.fasta,gi|71558731|gb|CP000059.1|
../results/simdir/Pseudomonas_putida_GB_1_uid17629/17629_.fasta,gi|166857509|gb|CP000926.1|
../results/simdir/Pseudomonas_aeruginosa_LES431_uid222518/222518_.fasta,gi|566561164|gb|CP006937.1|
../results/simdir/Yersinia_pseudotuberculosis_IP_31758_uid16070/16070_.fasta,gi|152958171|gb|CP000719.1|
../results/simdir/Yersinia_pseudotuberculosis_IP_31758_uid16070/16070_.fasta,gi|152958308|gb|CP000720.1|
../results/simdir/Yersinia_pseudotuberculosis_IP_31758_uid16070/16070_.fasta,gi|152958106|gb|CP000718.1|
../results/simdir/Bacillus_JS_uid79217/79217_.fasta,gi|384929862|gb|CP003492.1|
../results/simdir/Francisella_tularensis_FSC_198_uid17375/17375_.fasta,gi|110319990|emb|AM286280.1|
../results/simdir/Escherichia_coli_SE15_uid19053/19053_.fasta,gi|281177210|dbj|AP009378.1|
../results/simdir/Escherichia_coli_SE15_uid19053/19053_.fasta,gi|281181549|dbj|AP009379.1|
../results/simdir/Staphylococcus_aureus_CN1_uid162343/162343_.fasta,gi|537392238|gb|CP003981.1|
../results/simdir/Staphylococcus_aureus_CN1_uid162343/162343_.fasta,gi|537389513|gb|CP003979.1|
../results/simdir/Staphylococcus_aureus_CN1_uid162343/162343_.fasta,gi|537392233|gb|CP003980.1|
../results/simdir/Clostridium_thermocellum_DSM_1313_uid41553/41553_.fasta,gi|316939066|gb|CP002416.1|
../results/simdir/Escherichia_coli_UMNK88_uid42137/42137_.fasta,gi|332346629|gb|CP002732.1|
../results/simdir/Escherichia_coli_UMNK88_uid42137/42137_.fasta,gi|332346539|gb|CP002731.1|
../results/simdir/Escherichia_coli_UMNK88_uid42137/42137_.fasta,gi|332346451|gb|CP002730.1|
../results/simdir/Escherichia_coli_UMNK88_uid42137/42137_.fasta,gi|332341332|gb|CP002729.1|
../results/simdir/Escherichia_coli_UMNK88_uid42137/42137_.fasta,gi|332347800|gb|CP002733.1|
../results/simdir/Escherichia_coli_UMNK88_uid42137/42137_.fasta,gi|305670679|gb|HQ023862.1|
../results/simdir/Clostridium_botulinum_Ba4_657_uid29077/29077_.fasta,gi|229260400|gb|CP001082.1|
../results/simdir/Clostridium_botulinum_Ba4_657_uid29077/29077_.fasta,gi|229260409|gb|CP001083.1|
../results/simdir/Clostridium_botulinum_Ba4_657_uid29077/29077_.fasta,gi|229260093|gb|CP001081.1|
../results/simdir/Clostridium_difficile_630_uid78/78_.fasta,gi|109689082|emb|AM180356.1|
../results/simdir/Clostridium_difficile_630_uid78/78_.fasta,gi|115249003|emb|AM180355.1|
../results/simdir/Clostridium_botulinum_F_Langeland_uid19519/19519_.fasta,gi|152933790|gb|CP000728.1|
../results/simdir/Clostridium_botulinum_F_Langeland_uid19519/19519_.fasta,gi|152937426|gb|CP000729.1|
../results/simdir/Listeria_monocytogenes_serotype_4b_81_0861_uid167874/167874_.fasta,gi|571332344|gb|CP006874.1|
../results/simdir/Bacillus_anthracis_A16_uid40303/40303_.fasta,gi|570721649|gb|CP001971.1|
../results/simdir/Bacillus_anthracis_A16_uid40303/40303_.fasta,gi|570721873|gb|CP001972.1|
../results/simdir/Bacillus_anthracis_A16_uid40303/40303_.fasta,gi|570716017|gb|CP001970.1|
../results/simdir/Pseudomonas_monteilii_SB3101_uid231108/231108_.fasta,gi|567355861|gb|CP006979.1|
../results/simdir/Staphylococcus_aureus_JKD6008_uid29567/29567_.fasta,gi|302749911|gb|CP002120.1|
../results/simdir/Escherichia_coli_K_12_substr__DH10B_uid20079/20079_.fasta,gi|169887498|gb|CP000948.1|
../results/simdir/Clostridium_pasteurianum_BC1_uid80/80_.fasta,gi|488453079|gb|CP003262.1|
../results/simdir/Clostridium_pasteurianum_BC1_uid80/80_.fasta,gi|488448414|gb|CP003261.1|
../results/simdir/Listeria_monocytogenes_serotype_4a_L99_uid31327/31327_.fasta,gi|307569523|emb|FM211688.1|
../results/simdir/Pseudomonas_aeruginosa_PAO1_VE13_uid212862/212862_.fasta,gi|553895034|gb|CP006832.1|
../results/simdir/Bacillus_thuringiensis_serovar_kurstaki_HD73_uid185468/185468_.fasta,gi|449026320|gb|CP004070.1|
../results/simdir/Bacillus_thuringiensis_serovar_kurstaki_HD73_uid185468/185468_.fasta,gi|449026609|gb|CP004075.1|
../results/simdir/Bacillus_thuringiensis_serovar_kurstaki_HD73_uid185468/185468_.fasta,gi|449020427|gb|CP004069.1|
../results/simdir/Bacillus_thuringiensis_serovar_kurstaki_HD73_uid185468/185468_.fasta,gi|449026592|gb|CP004074.1|
../results/simdir/Bacillus_thuringiensis_serovar_kurstaki_HD73_uid185468/185468_.fasta,gi|449026565|gb|CP004073.1|
../results/simdir/Bacillus_thuringiensis_serovar_kurstaki_HD73_uid185468/185468_.fasta,gi|449026491|gb|CP004072.1|
../results/simdir/Bacillus_thuringiensis_serovar_kurstaki_HD73_uid185468/185468_.fasta,gi|449026620|gb|CP004076.1|
../results/simdir/Bacillus_thuringiensis_serovar_kurstaki_HD73_uid185468/185468_.fasta,gi|449026395|gb|CP004071.1|
../results/simdir/Clostridium_botulinum_A3_Loch_Maree_uid28507/28507_.fasta,gi|169405180|gb|CP000962.1|
../results/simdir/Clostridium_botulinum_A3_Loch_Maree_uid28507/28507_.fasta,gi|169408836|gb|CP000963.1|
../results/simdir/Listeria_monocytogenes_serotype_1_2a_08_6569_uid167896/167896_.fasta,gi|571335248|gb|CP006858.1|
../results/simdir/Pseudomonas_stutzeri_ATCC_17588___LMG_11199_uid68131/68131_.fasta,gi|338799449|gb|CP002881.1|
../results/simdir/Staphylococcus_aureus_TW20_uid36647/36647_.fasta,gi|269939526|emb|FN433596.1|
../results/simdir/Staphylococcus_aureus_TW20_uid36647/36647_.fasta,gi|269942301|emb|FN433597.1|
../results/simdir/Staphylococcus_aureus_TW20_uid36647/36647_.fasta,gi|269942329|emb|FN433598.1|
../results/simdir/Francisella_tularensis_holarctica_F92_uid175244/175244_.fasta,gi|421950472|gb|CP003932.1|
../results/simdir/Escherichia_coli_K_12_substr__W3110_uid16351/16351_.fasta,gi|85674274|dbj|AP009048.1|
../results/simdir/Francisella_tularensis_TI0902_uid64439/64439_.fasta,gi|377826522|gb|CP003049.1|
../results/simdir/Clostridium_ljungdahlii_ATCC_49587_uid13492/13492_.fasta,gi|300433347|gb|CP001666.1|
../results/simdir/Listeria_monocytogenes_ATCC_19117_uid51859/51859_.fasta,gi|404217535|emb|FR733643.1|
../results/simdir/Escherichia_coli_APEC_O1_uid16718/16718_.fasta,gi|115511419|gb|CP000468.1|
../results/simdir/Escherichia_coli_APEC_O1_uid16718/16718_.fasta,gi|88770133|gb|DQ381420.1|
../results/simdir/Escherichia_coli_APEC_O1_uid16718/16718_.fasta,gi|99867038|gb|DQ517526.1|
../results/simdir/Escherichia_coli_S88_uid33375/33375_.fasta,gi|218349681|emb|CU928146.1|
../results/simdir/Escherichia_coli_S88_uid33375/33375_.fasta,gi|218363708|emb|CU928161.2|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_798_uid66023/66023_.fasta,gi|380461645|gb|CP003386.1|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_798_uid66023/66023_.fasta,gi|380467436|gb|CP003387.1|
../results/simdir/Salmonella_typhimurium_LT2_uid241/241_.fasta,gi|16445224|gb|AE006471.1|
../results/simdir/Salmonella_typhimurium_LT2_uid241/241_.fasta,gi|16445344|gb|AE006468.1|
../results/simdir/Shigella_boydii_CDC_3083_94_uid15637/15637_.fasta,gi|187426707|gb|CP001058.1|
../results/simdir/Shigella_boydii_CDC_3083_94_uid15637/15637_.fasta,gi|187763155|gb|CP001061.1|
../results/simdir/Shigella_boydii_CDC_3083_94_uid15637/15637_.fasta,gi|187426764|gb|CP001060.1|
../results/simdir/Shigella_boydii_CDC_3083_94_uid15637/15637_.fasta,gi|187426769|gb|CP001062.1|
../results/simdir/Shigella_boydii_CDC_3083_94_uid15637/15637_.fasta,gi|187427012|gb|CP001063.1|
../results/simdir/Shigella_boydii_CDC_3083_94_uid15637/15637_.fasta,gi|187426711|gb|CP001059.1|
../results/simdir/Bacillus_coagulans_2_6_uid61501/61501_.fasta,gi|335366109|gb|CP002472.1|
../results/simdir/Pseudomonas_aeruginosa_PA1R_uid185336/185336_.fasta,gi|557709751|gb|CP004055.1|
../results/simdir/Bacillus_subtilis_6051_HGW_uid82795/82795_.fasta,gi|459387757|gb|CP003329.1|
../results/simdir/Bacillus_halodurans_uid235/235_.fasta,gi|47118318|dbj|BA000004.3|
../results/simdir/Listeria_monocytogenes_M7_uid66625/66625_.fasta,gi|336021869|gb|CP002816.1|
../results/simdir/Yersinia_pestis_A1122_uid67155/67155_.fasta,gi|342856268|gb|CP002957.1|
../results/simdir/Yersinia_pestis_A1122_uid67155/67155_.fasta,gi|342852136|gb|CP002956.1|
../results/simdir/Yersinia_pestis_A1122_uid67155/67155_.fasta,gi|342856375|gb|CP002958.1|
../results/simdir/Listeria_monocytogenes_serotype_1_2a_08_6997_uid167897/167897_.fasta,gi|571338240|gb|CP006859.1|
../results/simdir/Listeria_monocytogenes_serotype_1_2a_10_0815_uid167901/167901_.fasta,gi|571341595|gb|CP006860.1|
../results/simdir/Clostridium_cellulolyticum_H10_uid17419/17419_.fasta,gi|219997787|gb|CP001348.1|
../results/simdir/Listeria_monocytogenes_07PF0776_uid78811/78811_.fasta,gi|384389519|gb|CP003414.1|
../results/simdir/Clostridium_kluyveri_NBRC_12016_uid33271/33271_.fasta,gi|219567067|dbj|AP009049.1|
../results/simdir/Clostridium_kluyveri_NBRC_12016_uid33271/33271_.fasta,gi|219570536|dbj|AP009050.1|
../results/simdir/Staphylococcus_aureus_NCTC_8325_uid237/237_.fasta,gi|87201381|gb|CP000253.1|
../results/simdir/Listeria_monocytogenes_uid276/276_.fasta,gi|30407125|emb|AL591824.1|
../results/simdir/Staphylococcus_aureus_CC45_uid197422/197422_.fasta,gi|514018394|gb|CP006045.1|
../results/simdir/Staphylococcus_aureus_CC45_uid197422/197422_.fasta,gi|514002521|gb|CP006044.1|
../results/simdir/Staphylococcus_aureus_TCH60_uid31539/31539_.fasta,gi|312439065|gb|CP002111.1|
../results/simdir/Staphylococcus_aureus_TCH60_uid31539/31539_.fasta,gi|312436391|gb|CP002110.1|
../results/simdir/Pseudomonas_mendocina_ymp_uid17457/17457_.fasta,gi|145573243|gb|CP000680.1|
../results/simdir/Clostridium_difficile_M68_uid42463/42463_.fasta,gi|291482250|emb|FN668375.1|
../results/simdir/Bacillus_megaterium_WSH_002_uid71447/71447_.fasta,gi|345441867|gb|CP003017.1|
../results/simdir/Bacillus_megaterium_WSH_002_uid71447/71447_.fasta,gi|345447130|gb|CP003020.1|
../results/simdir/Bacillus_megaterium_WSH_002_uid71447/71447_.fasta,gi|345447118|gb|CP003019.1|
../results/simdir/Bacillus_megaterium_WSH_002_uid71447/71447_.fasta,gi|345447048|gb|CP003018.1|
../results/simdir/Listeria_monocytogenes_La111_uid177104/177104_.fasta,gi|441469547|emb|HE999704.1|
../results/simdir/Staphylococcus_aureus_COL_uid238/238_.fasta,gi|57284222|gb|CP000046.1|
../results/simdir/Staphylococcus_aureus_COL_uid238/238_.fasta,gi|66775708|gb|CP000045.2|
../results/simdir/Francisella_cf__novicida_Fx1_uid62751/62751_.fasta,gi|328676078|gb|CP002557.1|
../results/simdir/Clostridium_difficile_ATCC_43255_uid42473/42473_.fasta,gi|291482254|emb|FN668944.1|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_T000240_uid45951/45951_.fasta,gi|312915833|dbj|AP011959.1|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_T000240_uid45951/45951_.fasta,gi|312915693|dbj|AP011958.1|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_T000240_uid45951/45951_.fasta,gi|312910970|dbj|AP011957.1|
../results/simdir/Escherichia_coli_BW2952_uid33775/33775_.fasta,gi|238859724|gb|CP001396.1|
../results/simdir/Pseudomonas_aeruginosa_SCV20265_uid229445/229445_.fasta,gi|567363169|gb|CP006931.1|
../results/simdir/Francisella_tularensis_holarctica_LVS_uid16421/16421_.fasta,gi|89143280|emb|AM233362.1|
../results/simdir/Staphylococcus_aureus_ECT_R_2_uid52833/52833_.fasta,gi|312828563|emb|FR714927.1|
../results/simdir/Staphylococcus_aureus_ECT_R_2_uid52833/52833_.fasta,gi|312831055|emb|FR714929.1|
../results/simdir/Staphylococcus_aureus_ECT_R_2_uid52833/52833_.fasta,gi|312831053|emb|FR714928.1|
../results/simdir/Pseudomonas_fluorescens_CHA0_uid78307/78307_.fasta,gi|500239649|gb|CP003190.1|
../results/simdir/Clostridium_stercorarium_DSM_8532_uid181307/181307_.fasta,gi|442739346|gb|CP004044.1|
../results/simdir/Staphylococcus_aureus_ST228_10388_uid71343/71343_.fasta,gi|408424537|emb|HE579060.1|
../results/simdir/Staphylococcus_aureus_ST228_10388_uid71343/71343_.fasta,gi|408422572|emb|HE579059.1|
../results/simdir/Staphylococcus_aureus_M1_uid194419/194419_.fasta,gi|479277522|emb|HF937104.1|
../results/simdir/Staphylococcus_aureus_M1_uid194419/194419_.fasta,gi|479274824|emb|HF937103.1|
../results/simdir/Staphylococcus_aureus_04_02981_uid34809/34809_.fasta,gi|311222926|gb|CP001844.2|
../results/simdir/Bacillus_cereus_B4264_uid17731/17731_.fasta,gi|218158707|gb|CP001176.1|
../results/simdir/Pseudomonas_fulva_12_X_uid49675/49675_.fasta,gi|333113473|gb|CP002727.1|
../results/simdir/Pseudomonas_putida_F1_uid13909/13909_.fasta,gi|148509317|gb|CP000712.1|
../results/simdir/Listeria_monocytogenes_SLCC2540_uid51731/51731_.fasta,gi|404223279|emb|FR733645.1|
../results/simdir/Bacillus_thuringiensis_YBT_1518_uid63189/63189_.fasta,gi|558577101|gb|CP005935.1|
../results/simdir/Bacillus_thuringiensis_YBT_1518_uid63189/63189_.fasta,gi|558583222|gb|CP005937.1|
../results/simdir/Bacillus_thuringiensis_YBT_1518_uid63189/63189_.fasta,gi|558583985|gb|CP005939.1|
../results/simdir/Bacillus_thuringiensis_YBT_1518_uid63189/63189_.fasta,gi|558583128|gb|CP005936.1|
../results/simdir/Bacillus_thuringiensis_YBT_1518_uid63189/63189_.fasta,gi|558583543|gb|CP005938.1|
../results/simdir/Bacillus_thuringiensis_YBT_1518_uid63189/63189_.fasta,gi|441482598|gb|CP002486.1|
../results/simdir/Bacillus_thuringiensis_YBT_1518_uid63189/63189_.fasta,gi|558584475|gb|CP005940.1|
../results/simdir/Salmonella_enterica_serovar_Thompson_RM6836_uid70669/70669_.fasta,gi|548713695|gb|CP006717.1|
../results/simdir/Escherichia_coli_O157H7_EDL933_uid259/259_.fasta,gi|56384585|gb|AE005174.2|
../results/simdir/Escherichia_coli_O157H7_EDL933_uid259/259_.fasta,gi|3822114|gb|AF074613.1|
../results/simdir/Staphylococcus_aureus_SA957_uid167119/167119_.fasta,gi|545580417|gb|CP003603.1|
../results/simdir/Yersinia_pestis_biovar_Medievalis_Harbin_35_uid30505/30505_.fasta,gi|320013210|gb|CP001608.1|
../results/simdir/Yersinia_pestis_biovar_Medievalis_Harbin_35_uid30505/30505_.fasta,gi|320017637|gb|CP001611.1|
../results/simdir/Yersinia_pestis_biovar_Medievalis_Harbin_35_uid30505/30505_.fasta,gi|320017468|gb|CP001609.1|
../results/simdir/Yersinia_pestis_biovar_Medievalis_Harbin_35_uid30505/30505_.fasta,gi|320017522|gb|CP001610.1|
../results/simdir/Escherichia_coli_55989_uid33413/33413_.fasta,gi|218350208|emb|CU928145.2|
../results/simdir/Escherichia_coli_O157_H7_TW14359_uid30045/30045_.fasta,gi|254590536|gb|CP001368.1|
../results/simdir/Escherichia_coli_O157_H7_TW14359_uid30045/30045_.fasta,gi|254595800|gb|CP001369.1|
../results/simdir/Pseudomonas_aeruginosa_LESB58_uid31101/31101_.fasta,gi|218768969|emb|FM209186.1|
../results/simdir/Francisella_tularensis_holarctica_FSC200_uid16087/16087_.fasta,gi|407293146|gb|CP003862.1|
../results/simdir/Escherichia_coli__BL21_Gold_DE3_pLysS_AG__uid30681/30681_.fasta,gi|253322479|gb|CP001665.1|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_SL1344_uid50407/50407_.fasta,gi|381139603|emb|HE654725.1|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_SL1344_uid50407/50407_.fasta,gi|301156631|emb|FQ312003.1|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_SL1344_uid50407/50407_.fasta,gi|381139700|emb|HE654726.1|
../results/simdir/Salmonella_enterica_serovar_Typhimurium_SL1344_uid50407/50407_.fasta,gi|381139501|emb|HE654724.1|
../results/simdir/Pseudomonas_aeruginosa_PA1_uid185335/185335_.fasta,gi|557703951|gb|CP004054.1|
